Policy Number,Policy Create Date,Policy Expiration Date,Annual Premium,Excess
30154777,2019-03-30,2020-03-29,1878.09,1100
38117884,2018-07-14,2019-07-14,951.46,725
12112957,2015-06-28,2016-06-27,878.19,500
4652848,2015-02-18,2016-02-18,1354.2,750
45187526,2015-08-27,2016-08-26,1861.43,1100
77930269,2018-06-18,2019-06-18,1347.04,375
58934863,2017-08-08,2018-08-08,1391.97,850
41183206,2019-01-12,2020-01-12,1241.77,850
64488864,2015-01-21,2016-01-21,1171.75,750
59793272,2017-11-08,2018-11-08,1494.36,750
86621318,2017-02-14,2018-02-14,872.66,500
47250704,2016-10-28,2017-10-28,1182.47,850
35164038,2017-11-09,2018-11-09,1144.74,500
93872198,2015-11-09,2016-11-08,1543.68,1000
32464882,2015-04-02,2016-04-01,993.51,750
7583404,2018-11-16,2019-11-16,1055.09,750
80670858,2017-10-29,2018-10-29,1122.47,750
21840447,2015-02-03,2016-02-03,1371.78,250
29130649,2019-04-26,2020-04-25,1128.03,725
89806961,2015-08-08,2016-08-07,1177.57,850
56016385,2019-11-16,2020-11-15,1413.16,1000
20028487,2016-04-01,2017-04-01,920.63,250
98341900,2017-12-06,2018-12-06,1275.37,850
44644163,2017-04-10,2018-04-10,1198.39,500
76186124,2016-12-25,2017-12-25,1431.88,1100
18665415,2019-12-19,2020-12-18,1738.86,250
17177399,2018-10-14,2019-10-14,1215.36,750
84736985,2015-01-10,2016-01-10,1429.96,750
20110845,2015-07-30,2016-07-29,1603.42,1250
15635873,2019-07-03,2020-07-02,1182.19,500
3374358,2018-03-25,2019-03-25,1331.69,1100
78415961,2015-01-10,2016-01-10,830.31,725
83080283,2019-11-14,2020-11-13,1914.49,250
74018201,2019-01-25,2020-01-25,1776.41,500
33373037,2016-06-30,2017-06-30,1473.34,250
48874350,2016-05-15,2017-05-15,1218.2,750
61822390,2019-08-09,2020-08-08,1414.76,850
95418566,2019-07-29,2020-07-28,1309.4,375
26450867,2018-10-20,2019-10-20,1861.43,375
64622766,2016-02-03,2017-02-02,1286.5,1000
32521937,2015-09-03,2016-09-02,1425.79,1100
39444849,2018-11-08,2019-11-08,1119.23,750
48960612,2019-09-01,2020-08-31,1302.58,1000
80701546,2017-12-17,2018-12-17,1943.16,375
13276142,2016-02-15,2017-02-14,1164.23,750
62817244,2015-03-20,2016-03-19,1439.34,1250
85700812,2019-03-28,2020-03-27,1882.51,850
81139155,2016-03-06,2017-03-06,1018.74,500
31115274,2016-11-24,2017-11-24,714.86,500
59844091,2015-06-11,2016-06-10,1412.76,1100
75471481,2018-07-01,2019-07-01,1354.2,500
37365491,2016-05-19,2017-05-19,1307.04,850
30886538,2018-05-08,2019-05-08,1315.56,500
20094586,2017-05-05,2018-05-05,1625.73,1000
40949140,2019-09-05,2020-09-04,1647.82,850
59903523,2019-11-12,2020-11-11,1895.72,1100
4412301,2015-12-25,2016-12-24,1440.68,850
63302937,2015-08-23,2016-08-22,1118.76,850
69473404,2017-07-23,2018-07-23,1436.44,250
30943753,2019-06-22,2020-06-21,1740.17,500
88072478,2016-04-28,2017-04-28,1354.46,250
17859246,2017-12-08,2018-12-08,1205.53,750
44758504,2016-03-15,2017-03-15,1518.82,750
59389621,2017-03-13,2018-03-13,1861.72,1100
56357863,2017-01-19,2018-01-19,1228.22,500
82034682,2019-11-10,2020-11-09,1396.07,250
85533065,2016-08-07,2017-08-07,1036.53,850
23742208,2018-08-06,2019-08-06,1270.21,1100
96544094,2015-04-22,2016-04-21,500.0,250
91136163,2018-10-27,2019-10-27,1195.01,500
524791,2019-04-20,2020-04-19,1519.13,250
89480133,2017-11-18,2018-11-18,1639.24,850
73495409,2017-04-29,2018-04-29,1677.95,1000
49889903,2016-04-06,2017-04-06,985.77,725
96931299,2017-10-01,2018-10-01,1045.83,850
1301218,2018-05-26,2019-05-26,803.36,725
83887754,2017-04-09,2018-04-09,1319.62,750
53897853,2016-04-12,2017-04-12,1285.1,750
92393063,2015-10-19,2016-10-18,1338.5,375
75087160,2016-05-30,2017-05-30,1559.04,1000
27869189,2019-01-05,2020-01-05,1479.87,1100
42238548,2016-04-16,2017-04-16,1462.06,250
83882695,2016-02-23,2017-02-22,1195.85,750
53191337,2018-06-23,2019-06-23,1209.63,750
55836288,2015-06-25,2016-06-24,1230.69,750
19797145,2017-07-07,2018-07-07,1188.09,750
42014349,2016-11-27,2017-11-27,1380.46,850
66632642,2017-10-10,2018-10-10,1562.76,375
34779103,2018-05-02,2019-05-02,1082.1,850
28438114,2018-08-29,2019-08-29,951.27,500
85641918,2019-11-05,2020-11-04,1748.43,375
86985485,2019-07-21,2020-07-20,1400.24,1000
19409717,2017-10-15,2018-10-15,1132.22,250
98537755,2017-08-30,2018-08-30,1343.45,1100
36871288,2017-04-02,2018-04-02,1134.02,500
62206426,2019-04-12,2020-04-11,1168.02,725
6448875,2018-09-13,2019-09-13,1681.01,375
30197377,2019-08-06,2020-08-05,1449.84,750
7988644,2017-08-26,2018-08-26,1339.04,500
13687331,2018-12-27,2019-12-27,1622.67,250
30865161,2018-03-28,2019-03-28,1632.93,750
44666131,2015-10-26,2016-10-25,1362.87,250
14604395,2018-12-22,2019-12-22,1188.51,1100
9601066,2018-01-27,2019-01-27,1167.3,1100
54275360,2018-10-11,2019-10-11,1588.22,250
24066232,2015-09-20,2016-09-19,1441.21,250
52209218,2019-10-21,2020-10-20,1762.54,850
13436007,2018-05-04,2019-05-04,1276.73,750
64916622,2017-01-13,2018-01-13,1323.21,1000
35895397,2017-05-04,2018-05-04,1389.22,750
8201870,2017-03-28,2018-03-28,1496.27,1100
55934173,2017-11-07,2018-11-07,1445.63,375
65899611,2018-01-10,2019-01-10,1556.31,750
57025622,2016-12-18,2017-12-18,1357.74,1000
92189329,2015-07-07,2016-07-06,1270.29,1250
83836998,2016-07-27,2017-07-27,1604.64,500
43806875,2016-03-04,2017-03-04,1370.39,250
7304217,2018-05-06,2019-05-06,1337.56,375
35189474,2015-04-16,2016-04-15,1608.34,250
47879379,2019-01-24,2020-01-24,1679.1,500
25550686,2016-01-06,2017-01-05,1319.64,1000
38718499,2016-06-10,2017-06-10,1376.98,1000
44632547,2015-02-19,2016-02-19,1625.45,850
46691651,2015-06-01,2016-05-31,1097.99,750
96396119,2016-10-09,2017-10-09,1089.55,250
25582914,2015-12-11,2016-12-10,1265.84,1000
21970054,2015-11-18,2016-11-17,1459.97,1000
56525349,2019-07-21,2020-07-20,1890.79,750
59510405,2016-03-31,2017-03-31,1136.21,250
76666709,2018-06-30,2019-06-30,1129.23,850
10330359,2019-04-27,2020-04-26,1574.29,375
85250635,2017-01-17,2018-01-17,1198.46,850
17330665,2019-01-04,2020-01-04,1449.72,500
62936101,2019-06-09,2020-06-08,1443.02,850
27304740,2016-11-24,2017-11-24,1413.59,375
15821194,2017-06-23,2018-06-23,1457.11,750
25989854,2016-06-26,2017-06-26,1441.63,500
64214325,2016-02-24,2017-02-23,1411.45,1100
58468388,2016-09-23,2017-09-23,1131.08,250
12109035,2015-09-11,2016-09-10,1603.42,1000
25365610,2016-06-08,2017-06-08,1547.35,375
76339927,2015-02-03,2016-02-03,1537.33,750
97514970,2017-09-27,2018-09-27,1419.64,500
14502209,2019-06-14,2020-06-13,1325.62,1000
41673785,2015-10-05,2016-10-04,1406.91,1100
47730577,2015-05-31,2016-05-30,1260.32,250
91181074,2016-12-04,2017-12-04,1356.78,1250
86237918,2018-09-23,2019-09-23,1550.53,1000
47438128,2018-11-21,2019-11-21,1158.03,750
87092457,2019-03-05,2020-03-04,1568.51,375
49820892,2019-02-04,2020-02-04,1258.47,850
77542259,2015-12-03,2016-12-02,1488.26,1000
40950701,2019-09-19,2020-09-18,1456.46,750
97115875,2015-04-20,2016-04-19,1338.5,1100
30831525,2016-01-10,2017-01-09,953.32,750
28866599,2019-03-01,2020-02-29,1512.18,250
23142282,2019-12-15,2020-12-14,1403.04,850
89987050,2018-06-03,2019-06-03,929.7,250
44467928,2019-10-20,2020-10-19,1856.88,375
45812901,2017-12-15,2018-12-15,1316.62,375
49531398,2016-07-04,2017-07-04,1427.04,750
5152749,2019-12-19,2020-12-18,1839.79,250
41093381,2018-12-29,2019-12-29,1737.66,250
61806346,2018-07-05,2019-07-05,817.28,250
81909946,2015-11-22,2016-11-21,1681.01,1250
7892004,2015-07-02,2016-07-01,1042.26,850
95560415,2015-01-11,2016-01-11,1315.68,750
48477812,2015-01-29,2016-01-29,1526.61,1250
38183484,2018-11-05,2019-11-05,1046.71,1000
48336177,2018-08-27,2019-08-27,1060.88,850
74888345,2017-02-14,2018-02-14,1319.62,750
9775389,2017-11-16,2018-11-16,1362.75,1000
39959737,2018-10-29,2019-10-29,1556.17,850
69355273,2017-11-08,2018-11-08,1337.01,250
95639420,2018-12-26,2019-12-26,1827.38,850
82029020,2018-02-06,2019-02-06,1292.3,500
48673870,2019-12-25,2020-12-24,1378.83,500
41009640,2016-01-08,2017-01-07,1408.03,500
42726976,2018-09-02,2019-09-02,1270.55,1100
18062585,2016-01-02,2017-01-01,1072.42,375
6540527,2016-11-25,2017-11-25,1472.36,500
61582312,2019-03-03,2020-03-02,1605.59,250
49058737,2017-01-17,2018-01-17,1137.42,725
3124619,2018-05-31,2019-05-31,1399.85,375
5345714,2019-05-21,2020-05-20,1485.72,375
84147831,2015-11-22,2016-11-21,1402.75,1100
85358002,2018-08-03,2019-08-03,1265.84,500
53539441,2019-08-24,2020-08-23,1556.27,1100
47153386,2017-03-09,2018-03-09,1188.09,750
34369904,2019-11-02,2020-11-01,1524.56,250
14478231,2016-10-21,2017-10-21,1402.31,1000
66521563,2017-12-05,2018-12-05,1240.03,750
9081332,2019-07-16,2020-07-15,1446.08,375
47237817,2018-09-25,2019-09-25,1239.22,250
36009339,2019-04-29,2020-04-28,1580.43,1100
60016836,2018-12-13,2019-12-13,1072.62,500
96861893,2017-03-30,2018-03-30,1389.55,850
70660007,2016-01-07,2017-01-06,1307.83,850
91010286,2015-10-06,2016-10-05,1757.21,500
69051150,2016-12-31,2017-12-31,1015.13,750
69128865,2015-09-21,2016-09-20,1137.02,375
76933778,2016-12-26,2017-12-26,1774.46,250
25175012,2015-01-05,2016-01-05,1300.68,1000
38923972,2017-01-10,2018-01-10,1325.07,375
53226159,2017-07-09,2018-07-09,1210.88,500
83086963,2016-09-13,2017-09-13,1190.15,1000
40460371,2019-03-01,2020-02-29,1219.79,500
88200468,2016-09-27,2017-09-27,1492.99,750
88878619,2018-03-29,2019-03-29,1275.81,1250
97545565,2018-12-29,2019-12-29,1500.04,1250
64610857,2016-04-10,2017-04-10,1405.08,850
24310945,2018-02-26,2019-02-26,1222.48,1000
42570223,2015-05-26,2016-05-25,1585.54,375
34803288,2018-02-22,2019-02-22,1106.77,375
25512522,2016-03-16,2017-03-16,550.0,333
9205259,2019-10-07,2020-10-06,1403.04,750
29517834,2018-09-16,2019-09-16,1134.08,850
71463116,2019-08-09,2020-08-08,1693.04,1000
53886782,2018-04-24,2019-04-24,1348.32,1000
89279983,2018-03-05,2019-03-05,1474.66,1000
5027819,2018-04-14,2019-04-14,1437.88,1000
69205020,2015-05-26,2016-05-25,1175.07,1100
9466839,2017-07-04,2018-07-04,1454.67,850
30680035,2015-05-31,2016-05-30,1389.13,375
15001153,2018-05-30,2019-05-30,1229.16,1100
96795610,2016-10-28,2017-10-28,1366.63,1250
33152678,2016-08-29,2017-08-29,1442.39,1000
42867338,2015-11-21,2016-11-20,920.81,725
47145940,2019-11-06,2020-11-05,1308.43,1100
72833981,2016-03-26,2017-03-26,1001.46,725
3771829,2018-07-05,2019-07-05,1235.14,850
8610221,2016-10-06,2017-10-06,1056.99,750
29236181,2019-06-07,2020-06-06,1373.04,750
35459674,2019-01-08,2020-01-08,1405.22,1000
2917660,2016-07-29,2017-07-29,1487.53,1100
55982476,2017-09-28,2018-09-28,1512.29,1100
69873107,2018-03-19,2019-03-19,1463.95,250
44866711,2019-12-02,2020-12-01,1871.53,1250
39554284,2017-03-02,2018-03-02,1127.4,500
14712591,2018-03-26,2019-03-26,1347.31,1000
41660726,2018-12-31,2019-12-31,1175.51,1000
53981921,2016-03-20,2017-03-20,1582.8,850
287722,2017-05-17,2018-05-17,1211.33,375
58379114,2015-05-09,2016-05-08,1253.12,750
62960786,2018-09-15,2019-09-15,1286.44,850
36780580,2018-01-07,2019-01-07,1066.7,850
17814648,2016-03-30,2017-03-30,1290.47,375
4420758,2017-03-06,2018-03-06,1580.8,1000
51485954,2016-10-11,2017-10-11,1504.42,1250
71497045,2019-03-06,2020-03-05,1705.55,750
85983537,2019-11-25,2020-11-24,1226.26,750
29501060,2015-05-26,2016-05-25,969.88,725
74351630,2015-07-01,2016-06-30,878.19,850
72363470,2016-11-07,2017-11-07,1282.72,500
41106309,2018-10-11,2019-10-11,1392.39,850
57044092,2018-07-23,2019-07-23,848.07,500
31740692,2017-03-31,2018-03-31,1501.72,750
17690956,2019-08-06,2020-08-05,1765.27,1250
50771444,2018-05-18,2019-05-18,1655.79,750
23461141,2018-03-27,2019-03-27,1297.75,500
33629063,2016-10-18,2017-10-18,1443.34,1000
32791647,2018-12-09,2019-12-09,809.11,500
86491973,2018-11-24,2019-11-24,1397.0,375
99674570,2017-09-18,2018-09-18,1720.77,1250
81371384,2019-11-03,2020-11-02,1458.7,500
30200234,2018-06-09,2019-06-09,1022.46,750
20299937,2019-08-17,2020-08-16,1659.93,750
40591834,2018-02-22,2019-02-22,785.82,500
28871985,2017-09-20,2018-09-20,1339.04,1100
46995715,2015-09-13,2016-09-12,1331.69,1250
8774933,2016-04-12,2017-04-12,1345.63,375
42083697,2017-10-19,2018-10-19,1497.04,500
50561233,2015-06-30,2016-06-29,1056.71,250
88881494,2018-07-29,2019-07-29,1422.95,1100
30060929,2015-10-10,2016-10-09,1396.89,750
28999966,2015-02-11,2016-02-11,1343.0,250
40971677,2015-10-01,2016-09-30,904.7,375
46866979,2017-04-21,2018-04-21,1706.17,850
6563899,2018-08-16,2019-08-16,1525.86,1250
9960105,2016-05-23,2017-05-23,1098.46,850
71405037,2015-12-31,2016-12-30,538.17,500
73491836,2015-07-05,2016-07-04,1423.34,250
11429290,2018-06-02,2019-06-02,1342.72,1100
45635182,2017-06-17,2018-06-17,1393.68,750
71108822,2017-09-03,2018-09-03,1139.97,850
9017374,2015-09-19,2016-09-18,2047.59,750
72587517,2016-10-17,2017-10-17,1018.74,250
12673828,2015-10-31,2016-10-30,484.67,250
44821754,2016-04-16,2017-04-16,1330.88,850
85683975,2015-07-31,2016-07-30,1422.56,375
90116140,2015-12-08,2016-12-07,1232.72,500
45566522,2016-07-29,2017-07-29,1423.21,1100
12827991,2017-11-19,2018-11-19,1365.85,500
28590798,2018-06-06,2019-06-06,1399.27,250
15965687,2019-10-18,2020-10-17,1327.46,850
12779554,2018-04-21,2019-04-21,1235.14,1000
53719422,2016-05-13,2017-05-13,1666.58,1250
51842606,2015-07-31,2016-07-30,1581.27,850
56398510,2019-05-24,2020-05-23,1172.45,500
73898303,2019-03-30,2020-03-29,1517.97,1100
2477159,2019-04-26,2020-04-25,1478.93,375
66267296,2017-08-11,2018-08-11,1527.94,1100
46551340,2016-08-22,2017-08-22,1184.08,500
5061424,2016-10-22,2017-10-22,1205.97,250
29324216,2019-01-06,2020-01-06,1059.15,725
67243868,2015-08-28,2016-08-27,1280.9,250
62861733,2016-06-21,2017-06-21,935.08,375
98083679,2017-12-16,2018-12-16,750.0,500
15681270,2017-08-22,2018-08-22,1327.57,1100
92644749,2017-01-21,2018-01-21,1285.43,500
65916506,2019-08-28,2020-08-27,1551.68,1100
34953449,2015-01-31,2016-01-31,1624.82,750
99962239,2015-04-01,2016-03-31,1141.35,850
42098613,2018-11-16,2019-11-16,782.23,750
9130284,2018-06-15,2019-06-15,968.74,725
80562637,2017-02-11,2018-02-11,1602.27,850
28932586,2016-02-25,2017-02-24,849.0,500
79213188,2017-12-02,2018-12-02,1251.51,500
5865015,2015-12-26,2016-12-25,1632.93,750
3955511,2015-01-22,2016-01-22,1042.25,250
42882531,2016-01-18,2017-01-17,1120.63,500
96134751,2016-12-18,2017-12-18,1483.42,375
8375612,2016-03-18,2017-03-18,1156.84,850
82000265,2015-07-12,2016-07-11,1132.74,1100
30394275,2017-07-11,2018-07-11,1405.35,250
51525582,2019-07-05,2020-07-04,1699.18,850
54963280,2017-12-22,2018-12-22,1365.36,1000
90877124,2019-10-22,2020-10-21,1287.58,500
16216331,2016-08-16,2017-08-16,1433.13,500
11982628,2015-06-18,2016-06-17,1342.8,850
33291052,2016-11-19,2017-11-19,1161.17,375
39628593,2015-01-24,2016-01-24,1141.35,750
84278193,2016-03-02,2017-03-02,1459.06,250
95856710,2019-05-21,2020-05-20,1328.3,850
67335255,2019-11-28,2020-11-27,1517.97,1100
8765456,2018-06-26,2019-06-26,1319.97,850
77765457,2016-12-29,2017-12-29,1393.0,1250
39035662,2019-04-14,2020-04-13,1242.21,500
5264725,2015-07-04,2016-07-03,951.27,725
24769957,2019-05-10,2020-05-09,1099.4099999999999,250
98142594,2019-02-21,2020-02-21,1362.95,750
22328329,2017-10-04,2018-10-04,1511.45,250
85985207,2016-09-27,2017-09-27,1533.91,375
46937622,2015-01-16,2016-01-16,1341.24,1100
54253061,2017-09-27,2018-09-27,1305.38,250
17775073,2017-08-28,2018-08-28,1757.36,1250
80545164,2015-06-07,2016-06-06,878.19,725
18818529,2016-03-02,2017-03-02,1249.44,500
22371225,2018-01-27,2019-01-27,1123.87,1100
88623314,2018-08-28,2019-08-28,1000.06,750
89044847,2016-03-13,2017-03-13,1388.4,250
73876483,2015-06-09,2016-06-08,1255.68,250
47585959,2018-04-30,2019-04-30,951.46,500
16981303,2015-01-01,2016-01-01,830.31,725
32302128,2015-10-15,2016-10-14,1231.25,250
16717331,2017-05-21,2018-05-21,1647.35,375
75192806,2018-11-15,2019-11-15,799.0,250
24715675,2018-09-12,2019-09-12,1232.79,250
2122048,2019-10-08,2020-10-07,1445.28,500
30966770,2018-03-10,2019-03-10,965.21,375
63238979,2015-12-02,2016-12-01,1174.14,1100
39608597,2019-05-11,2020-05-10,1315.4,750
16453740,2018-08-16,2019-08-16,767.14,500
92789596,2017-07-01,2018-07-01,1357.36,1000
83706987,2016-09-14,2017-09-14,1587.07,750
92400823,2016-12-16,2017-12-16,1438.58,250
90646681,2018-01-28,2019-01-28,1086.48,1000
56229467,2015-02-26,2016-02-26,1074.47,500
63788735,2019-07-10,2020-07-09,1871.53,1100
49187995,2017-07-01,2018-07-01,1537.51,850
58144536,2015-07-06,2016-07-05,1386.93,375
21330753,2017-05-08,2018-05-08,1536.93,850
21066344,2019-10-10,2020-10-09,1515.94,500
46673907,2019-10-14,2020-10-13,1354.53,500
48477410,2017-07-01,2018-07-01,1402.08,375
42351765,2017-07-07,2018-07-07,1457.68,1000
25879491,2016-09-11,2017-09-11,1266.24,500
86301439,2019-12-13,2020-12-12,1301.04,250
12996380,2016-05-28,2017-05-28,1143.83,1000
44003742,2018-05-07,2019-05-07,1363.59,850
89737957,2018-10-13,2019-10-13,1085.03,500
32561025,2018-06-13,2019-06-13,1459.96,250
8039283,2015-10-04,2016-10-03,1281.25,850
68723845,2016-05-07,2017-05-07,1489.34,250
46130187,2018-08-23,2019-08-23,1234.2,250
58098745,2016-10-19,2017-10-19,1328.75,250
12378172,2017-03-07,2018-03-07,1149.4299999999998,725
20444349,2019-09-23,2020-09-22,1563.93,500
89456553,2016-05-26,2017-05-26,1389.39,750
15167241,2015-07-14,2016-07-13,840.95,375
38385003,2015-12-28,2016-12-27,1518.46,250
74219820,2017-11-01,2018-11-01,1930.67,1100
3967856,2017-11-05,2018-11-05,1323.21,750
441343,2016-04-29,2017-04-29,1313.48,850
86993114,2019-03-08,2020-03-07,1710.61,500
78277252,2016-06-25,2017-06-25,1477.46,375
83500089,2017-08-11,2018-08-11,1097.75,725
71586035,2015-03-15,2016-03-14,1422.56,850
6342776,2016-08-17,2017-08-17,1441.63,850
72081375,2015-05-27,2016-05-26,1347.92,1100
2413858,2016-07-17,2017-07-17,1239.04,750
263450,2018-04-28,2019-04-28,625.08,250
8733789,2018-04-19,2019-04-19,1280.9,1000
14792439,2015-01-21,2016-01-21,1257.36,250
80581517,2017-10-30,2018-10-30,1759.67,375
18426400,2018-12-06,2019-12-06,1291.7,1100
85689701,2016-06-10,2017-06-10,1310.56,750
64271059,2017-04-12,2018-04-12,1577.14,375
51547358,2018-12-09,2019-12-09,1082.36,500
48609772,2017-02-07,2018-02-07,1460.71,850
49759734,2018-05-21,2019-05-21,1108.97,375
56076167,2016-12-19,2017-12-19,1620.77,750
76916895,2019-06-25,2020-06-24,1503.81,375
47565724,2016-08-18,2017-08-18,1678.0,1000
18282655,2019-05-01,2020-04-30,1088.7,250
8716048,2015-09-05,2016-09-04,769.95,500
42708596,2017-06-08,2018-06-08,1658.9,750
39405881,2015-01-23,2016-01-23,1448.84,750
48039104,2015-10-23,2016-10-22,1554.86,1000
15880461,2015-07-25,2016-07-24,1218.56,375
13088623,2017-10-22,2018-10-22,1025.15,850
88870789,2016-05-25,2017-05-25,1388.54,375
9340091,2018-01-22,2019-01-22,1608.34,250
13926880,2018-07-26,2019-07-26,1446.98,250
18307601,2019-05-30,2020-05-29,980.35,500
50436466,2019-06-29,2020-06-28,1447.48,1000
66354192,2016-11-16,2017-11-16,1317.4,250
39881962,2016-11-04,2017-11-04,1085.79,750
28239639,2019-08-03,2020-08-02,1229.12,375
5237375,2017-11-25,2018-11-25,814.86,500
19521364,2018-05-14,2019-05-14,1122.95,750
14892459,2016-07-24,2017-07-24,1461.43,375
53442495,2017-03-13,2018-03-13,2001.78,1000
45971577,2018-08-09,2019-08-09,1181.46,1100
79889392,2017-01-06,2018-01-06,1674.45,1250
21774581,2018-10-17,2019-10-17,985.97,375
66284735,2019-02-24,2020-02-24,1833.18,500
72489151,2016-10-10,2017-10-10,1583.07,1000
93910395,2015-03-17,2016-03-16,1416.24,1250
77116747,2016-07-05,2017-07-05,714.86,500
95822604,2019-12-08,2020-12-07,1436.08,850
54699594,2018-10-03,2019-10-03,1169.62,250
96496292,2015-10-06,2016-10-05,1326.44,1100
73869251,2019-06-27,2020-06-26,1073.13,850
83827963,2017-01-28,2018-01-28,1548.94,250
55401473,2019-07-26,2020-07-25,2013.63,500
80295254,2019-11-14,2020-11-13,998.96,500
28820301,2016-06-09,2017-06-09,1433.49,1250
93455685,2016-06-27,2017-06-27,1446.43,750
19479139,2016-07-05,2017-07-05,1376.0,850
45419268,2017-10-26,2018-10-26,849.0,500
49584172,2016-05-23,2017-05-23,1032.7,750
72296569,2015-03-25,2016-03-24,1141.1,250
10149477,2015-06-22,2016-06-21,945.73,250
93009950,2019-06-19,2020-06-18,1323.0,250
60988202,2016-05-15,2017-05-15,1475.54,500
68709640,2015-02-13,2016-02-13,1133.27,850
27878874,2018-06-11,2019-06-11,1039.55,750
90086144,2017-02-18,2018-02-18,1371.22,500
56099212,2015-03-15,2016-03-14,990.98,500
69318211,2016-01-09,2017-01-08,1238.51,375
81968861,2017-06-10,2018-06-10,1316.54,375
83223760,2019-10-07,2020-10-06,1502.24,500
78341474,2018-06-10,2019-06-10,1127.89,250
41463159,2018-11-06,2019-11-06,1307.68,1000
80906135,2019-09-21,2020-09-20,1581.67,1250
93822553,2016-06-02,2017-06-02,1743.83,375
4889695,2015-04-03,2016-04-02,1102.29,1000
98199940,2016-01-01,2016-12-31,1443.34,1100
50461138,2018-05-12,2019-05-12,1260.32,1250
42664800,2016-06-13,2017-06-13,650.0,250
94943771,2015-07-07,2016-07-06,840.95,375
45434786,2016-06-24,2017-06-24,1286.5,1000
88544742,2015-05-17,2016-05-16,1168.8,1100
36544811,2019-04-27,2020-04-26,1444.56,850
90234726,2017-10-19,2018-10-19,1456.78,1250
40801502,2016-06-19,2017-06-19,1600.53,750
67053142,2015-05-19,2016-05-18,1495.1,1100
15323913,2019-09-20,2020-09-19,1552.57,1250
67070302,2019-10-25,2020-10-24,1641.65,1000
20607330,2019-08-20,2020-08-19,1142.3,725
86886989,2017-08-17,2018-08-17,1247.99,375
52995871,2017-08-15,2018-08-15,1704.64,1100
63137753,2017-10-31,2018-10-31,1303.49,750
56251009,2015-07-14,2016-07-13,1115.27,850
35594218,2018-03-09,2019-03-09,1262.08,1100
86820978,2016-03-18,2017-03-18,1186.83,750
45113592,2017-12-18,2018-12-18,1202.85,500
54668647,2017-09-18,2018-09-18,1140.98,725
80002767,2018-05-30,2019-05-30,885.08,725
14665132,2015-12-17,2016-12-16,1354.2,250
29903458,2019-11-23,2020-11-22,1266.49,750
